Activity_ID,Student_ID,Activity_Type,Activity_Category,Frequency_of_Participation,Duration_per_Session (Hours),Impact_on_Performance,Teacher_Supervisor,Parental_Support
908822,25435,Science Practical Sessions,Academic,Daily,2.65,Neutral,Robert Little,Yes
264938,25435,Jets Club,Academic,Weekly,2.3,Positive,Yolanda Diaz,Yes
487008,25435,Social Events Planning,Extracurricular,Weekly,1.06,Neutral,Robert Allen,Yes
290965,44311,Traditional Dance,Cultural,Daily,1.6,Neutral,David Landry,No
257362,44311,Science Practical Sessions,Academic,Bi-weekly,1.55,Positive,Renee Kaufman,Yes
921436,44311,Music Band,Cultural,Monthly,2.56,Positive,Karen Davis,Yes
516129,44116,Science Practical Sessions,Academic,Weekly,1.29,Positive,Patrick Smith,Yes
409175,44116,Traditional Dance,Cultural,Weekly,1.3,Neutral,Tracy Diaz,Yes
567404,44116,Social Events Planning,Extracurricular,Monthly,2.38,Positive,Dustin Beck,Yes
708149,68493,Traditional Dance,Cultural,Daily,2.7,Negative,John Jimenez,No
300952,68493,Traditional Dance,Cultural,Monthly,2.39,Negative,Micheal Shields,Yes
754358,68493,Music Band,Cultural,Weekly,2.81,Positive,Sarah Snyder,No
930870,68493,Social Events Planning,Extracurricular,Monthly,2.47,Neutral,Hannah Long,No
227949,68493,Drama Club,Extracurricular,Weekly,2.84,Positive,John Durham,No
754779,38124,Traditional Dance,Cultural,Monthly,1.14,Positive,Sarah Warren,No
946424,38124,Traditional Dance,Cultural,Monthly,1.8,Positive,Jennifer Chandler,Yes
361383,38124,Cultural Day Rehearsals,Cultural,Monthly,2.74,Negative,Wesley Stewart,No
218830,38124,Quiz Competition,Extracurricular,Monthly,1.44,Neutral,David Cummings,No
221644,38124,Chess,Sports,Bi-weekly,2.38,Positive,Michael Mason,Yes
481955,90199,Traditional Dance,Cultural,Daily,1.14,Neutral,Tracy Gonzales,Yes
177975,90199,Volleyball,Sports,Weekly,1.55,Neutral,Taylor Wallace,Yes
877070,90199,Social Events Planning,Extracurricular,Weekly,1.82,Neutral,Ryan Klein,Yes
196896,90199,Cultural Day Rehearsals,Cultural,Weekly,1.91,Positive,Tammy Fleming,Yes
521828,47431,Traditional Dance,Cultural,Monthly,1.9,Negative,Emily Raymond,Yes
786454,74382,Press Club,Extracurricular,Bi-weekly,2.76,Negative,Harold Yang,No
105153,74382,Mathematics Competitions,Academic,Bi-weekly,1.11,Positive,Adam Martinez,No
933666,74382,Football,Sports,Bi-weekly,1.93,Negative,Johnny Andrade,No
193674,36237,Traditional Dance,Cultural,Weekly,1.57,Negative,James Clark,Yes
138557,36237,Athletics,Sports,Monthly,1.56,Positive,Michael Hayes,No
658112,26074,Basketball,Sports,Daily,2.85,Neutral,Brandon Farley,Yes
762139,26074,Debate Club,Academic,Daily,1.01,Negative,Anita Martin,Yes
356262,27790,Social Events Planning,Extracurricular,Weekly,1.66,Positive,Julie James,No
979316,27790,Press Club,Extracurricular,Monthly,2.3,Positive,Adam Brown,Yes
166925,19706,Chess,Sports,Daily,1.43,Neutral,Sarah Spears,Yes
432600,19706,Jets Club,Academic,Monthly,2.98,Neutral,Carlos Ross,Yes
160031,19706,Chess,Sports,Weekly,1.8,Neutral,Shelley Tran,Yes
255768,69250,Press Club,Extracurricular,Bi-weekly,2.09,Positive,Angela Fisher,Yes
393768,69250,Chemistry Lab Work,Academic,Bi-weekly,1.54,Positive,Philip Thompson,Yes
792891,69250,Press Club,Extracurricular,Monthly,1.25,Positive,Sarah Huff,Yes
365791,69250,Chemistry Lab Work,Academic,Bi-weekly,1.09,Positive,Kara Rich,Yes
790883,69250,Chemistry Lab Work,Academic,Monthly,1.78,Negative,Jeffrey Hill,No
889466,32630,Debate Club,Academic,Daily,1.38,Neutral,Beth Farley,No
165480,68341,Science Practical Sessions,Academic,Monthly,2.31,Neutral,Stephanie Khan,No
232430,21506,Basketball,Sports,Weekly,2.03,Negative,Rebecca Henderson,No
636046,21506,Music Band,Cultural,Bi-weekly,1.93,Negative,Anthony Stone,No
726626,21506,Drama Club,Extracurricular,Monthly,2.84,Negative,Anne Miles,No
743177,21506,Traditional Dance,Cultural,Bi-weekly,2.97,Negative,Douglas Norris,Yes
509899,21506,Music Band,Cultural,Daily,1.96,Negative,Austin Molina,No
400547,99381,Drama Club,Extracurricular,Daily,2.8,Positive,Frederick Juarez,Yes
344968,99381,Chemistry Lab Work,Academic,Bi-weekly,2.5,Neutral,Jeffrey Cline,Yes
931007,99381,Basketball,Sports,Daily,2.77,Positive,Jeffrey Maxwell,No
776933,51889,Traditional Dance,Cultural,Bi-weekly,1.27,Neutral,Ashley Vazquez,Yes
323550,51889,Social Events Planning,Extracurricular,Daily,1.28,Positive,Zachary Delgado,Yes
334635,51889,Athletics,Sports,Bi-weekly,2.34,Positive,Donna Coleman,No
928118,51889,Mathematics Competitions,Academic,Bi-weekly,1.47,Positive,Brian Sutton,Yes
620477,97535,Chess,Sports,Monthly,1.99,Neutral,Sarah Williams,Yes
607018,97535,Mathematics Competitions,Academic,Monthly,2.07,Neutral,Laura Cohen,No
436833,97535,Debate Club,Academic,Weekly,1.99,Negative,James Rodriguez,No
939624,97535,Football,Sports,Monthly,2.38,Negative,Crystal Smith,Yes
211650,97535,Scrabble,Sports,Monthly,2.83,Neutral,Erica Trevino,Yes
391829,55537,Traditional Dance,Cultural,Bi-weekly,2.47,Neutral,Katherine Monroe,No
352124,18511,Volleyball,Sports,Daily,1.23,Neutral,Michael Watson,No
786179,18511,Mathematics Competitions,Academic,Daily,2.32,Neutral,Selena Harrison,No
553004,18511,Jets Club,Academic,Weekly,2.16,Positive,Karen Davis,Yes
547292,82089,Traditional Dance,Cultural,Bi-weekly,1.54,Positive,Heather Huff,No
480436,82089,Scrabble,Sports,Bi-weekly,1.11,Neutral,Angela Stokes,Yes
836506,82089,Debate Club,Academic,Monthly,2.39,Negative,Dr. Anthony Lucero,No
933788,82089,Press Club,Extracurricular,Weekly,2.46,Positive,Kara Miller,No
883951,82089,Cultural Day Rehearsals,Cultural,Bi-weekly,2.59,Positive,Garrett Sanders,Yes
700098,81063,Press Club,Extracurricular,Bi-weekly,1.14,Neutral,Debra Smith,Yes
750278,81063,Drama Club,Extracurricular,Bi-weekly,2.87,Negative,Justin Murphy,No
926112,48058,Basketball,Sports,Bi-weekly,2.29,Positive,Heather George,Yes
606559,49315,Football,Sports,Bi-weekly,2.04,Positive,Brittany Jones,No
379866,49315,Press Club,Extracurricular,Bi-weekly,1.38,Negative,Christian Sanders,No
152037,30644,Jets Club,Academic,Daily,2.82,Neutral,Daniel Koch,No
735021,30644,Chemistry Lab Work,Academic,Daily,2.45,Positive,Carolyn Jones,No
766315,93584,Chemistry Lab Work,Academic,Monthly,2.67,Neutral,Kyle Hensley,No
136945,93584,Drama Club,Extracurricular,Monthly,2.55,Positive,Michelle Nielsen,Yes
767164,93584,Press Club,Extracurricular,Bi-weekly,1.25,Positive,Rachel Thompson,No
611671,93584,Mathematics Competitions,Academic,Bi-weekly,2.29,Negative,Stephanie Carr,No
635321,93584,Mathematics Competitions,Academic,Weekly,2.29,Neutral,Yesenia Mcgee,No
156544,32818,Traditional Dance,Cultural,Daily,2.29,Neutral,Robert Davis,No
228700,32818,Chemistry Lab Work,Academic,Bi-weekly,2.62,Positive,Michael Wilson,No
710866,57381,Press Club,Extracurricular,Daily,2.54,Neutral,Charles Spencer,No
966122,57381,Cultural Day Rehearsals,Cultural,Daily,2.08,Negative,Christine Sosa,Yes
294381,57381,Athletics,Sports,Bi-weekly,1.98,Neutral,John Taylor,No
102421,57381,Football,Sports,Daily,3,Neutral,Michelle Lewis,No
992665,57381,Mathematics Competitions,Academic,Weekly,1.65,Negative,Peter Patterson,Yes
545244,76683,Quiz Competition,Extracurricular,Bi-weekly,2.22,Neutral,Joe Wilson,No
373893,76683,Cultural Day Rehearsals,Cultural,Monthly,2.1,Neutral,Douglas Thompson,Yes
784415,39391,Traditional Dance,Cultural,Daily,1.43,Positive,Chelsea Harris,Yes
782159,39391,Athletics,Sports,Monthly,1.26,Negative,Michael Roy Jr.,No
922460,25907,Music Band,Cultural,Daily,1.79,Neutral,Steven Bowen,No
112441,25907,Football,Sports,Weekly,2.92,Negative,Cathy Gonzales,Yes
350043,25907,Science Practical Sessions,Academic,Monthly,1.33,Negative,Debbie Wood,No
632870,25907,Football,Sports,Monthly,2.47,Neutral,Luke Jensen,No
250443,36342,Music Band,Cultural,Daily,1.01,Positive,William Bates,No
694096,28202,Scrabble,Sports,Weekly,1.87,Negative,Tyler Leon,No
337214,74752,Traditional Dance,Cultural,Monthly,2.79,Neutral,Stephanie Roman,No
102291,74752,Press Club,Extracurricular,Monthly,2.75,Positive,Laura Howard,Yes
989597,74752,Quiz Competition,Extracurricular,Bi-weekly,1.72,Negative,Kimberly Snyder,No
939622,74752,Traditional Dance,Cultural,Bi-weekly,1.24,Negative,Lisa Foster,Yes
804020,13445,Traditional Dance,Cultural,Bi-weekly,2.92,Positive,Katherine Stevens,Yes
465151,13445,Volleyball,Sports,Daily,1.5,Neutral,Daniel Griffith,No
204380,13445,Traditional Dance,Cultural,Bi-weekly,1.41,Positive,Michael Conway,Yes
233860,57303,Cultural Day Rehearsals,Cultural,Daily,1.1,Neutral,Angela Flores,No
206931,57303,Social Events Planning,Extracurricular,Monthly,2.53,Positive,Mallory Allen,Yes
317555,57303,Quiz Competition,Extracurricular,Bi-weekly,1.09,Neutral,Allen Murphy,No
491072,82616,Music Band,Cultural,Weekly,1.59,Neutral,Megan Thompson,No
372770,85009,Scrabble,Sports,Bi-weekly,1.03,Positive,Kenneth Blevins,Yes
972714,85009,Press Club,Extracurricular,Bi-weekly,1.8,Negative,Donna Dennis,Yes
208619,85009,Cultural Day Rehearsals,Cultural,Weekly,1.59,Neutral,Charles Daniel,No
290169,85009,Traditional Dance,Cultural,Weekly,1.56,Negative,Christopher Johnson,Yes
607611,85009,Quiz Competition,Extracurricular,Daily,1,Positive,Kelly Morris,Yes
838063,58353,Press Club,Extracurricular,Bi-weekly,1.24,Neutral,Karen Pugh,Yes
893660,71263,Press Club,Extracurricular,Daily,1.81,Negative,Laura Clark,Yes
971331,71263,Athletics,Sports,Weekly,1.47,Positive,Danielle Smith,No
652381,71263,Quiz Competition,Extracurricular,Weekly,1.33,Positive,Kristina Gonzales,Yes
644399,82305,Volleyball,Sports,Bi-weekly,1.13,Neutral,Luke Martinez,Yes
217027,27009,Traditional Dance,Cultural,Monthly,2.23,Positive,Travis Spencer,Yes
247386,27009,Football,Sports,Weekly,1.36,Neutral,Anthony Smith,Yes
949040,90209,Football,Sports,Monthly,1.79,Neutral,Jill Watson,Yes
754935,90209,Drama Club,Extracurricular,Daily,2.89,Positive,Timothy Kirby,No
416246,90209,Cultural Day Rehearsals,Cultural,Bi-weekly,2.81,Positive,Kyle Hansen,No
910138,90209,Basketball,Sports,Bi-weekly,2.01,Positive,Kimberly Gonzalez,Yes
768938,21300,Jets Club,Academic,Bi-weekly,2.74,Positive,Matthew Barron,No
943001,21300,Science Practical Sessions,Academic,Monthly,1.79,Positive,Caleb Walker,Yes
567022,18617,Jets Club,Academic,Monthly,2.07,Neutral,David Adams,Yes
277262,18617,Scrabble,Sports,Weekly,1.43,Positive,Jacob Parker,No
560976,18617,Quiz Competition,Extracurricular,Weekly,1.7,Positive,Sonya Smith,No
436459,50539,Press Club,Extracurricular,Daily,1.54,Negative,Tamara Morris,No
632367,50539,Basketball,Sports,Daily,2.63,Positive,Sarah Stark,Yes
678572,62187,Debate Club,Academic,Daily,2.87,Negative,Mary Maxwell,No
128766,62187,Chess,Sports,Monthly,2.1,Negative,Roberta Cunningham,No
882271,72739,Science Practical Sessions,Academic,Weekly,1.9,Positive,Willie Brown,No
242901,78903,Music Band,Cultural,Bi-weekly,2.67,Negative,Kimberly Vasquez,No
720294,78903,Drama Club,Extracurricular,Bi-weekly,2.62,Positive,Pamela Nixon,Yes
640483,78903,Traditional Dance,Cultural,Daily,1.44,Positive,Mr. John Gay,No
546870,78903,Chemistry Lab Work,Academic,Daily,2.99,Positive,Ariel Henson,No
946054,78903,Scrabble,Sports,Monthly,1.6,Positive,Cindy Johnson,No
909296,63843,Basketball,Sports,Weekly,1.39,Positive,Jason Becker,Yes
617386,63843,Basketball,Sports,Weekly,1.07,Neutral,Steve Wolfe,No
323519,63843,Science Practical Sessions,Academic,Weekly,1.77,Positive,Crystal Garcia,Yes
927082,63843,Basketball,Sports,Bi-weekly,1.26,Positive,Dr. Melissa Duarte,No
718956,63843,Press Club,Extracurricular,Monthly,2.44,Positive,Patrick Johnson,Yes
356799,63665,Chess,Sports,Daily,1.04,Negative,Nicholas Randall III,Yes
159844,63665,Press Club,Extracurricular,Monthly,2.27,Negative,Johnny Jones,Yes
589173,85353,Cultural Day Rehearsals,Cultural,Weekly,2.82,Neutral,Travis Tucker,No
761677,85353,Volleyball,Sports,Daily,1.95,Positive,Alyssa Davis,Yes
664608,19666,Music Band,Cultural,Monthly,1.24,Positive,Sherry Kemp,No
400727,19666,Press Club,Extracurricular,Weekly,1.52,Neutral,Mrs. Beverly Woods,No
945625,19666,Jets Club,Academic,Weekly,2.04,Negative,Clayton Nelson,Yes
826424,19666,Quiz Competition,Extracurricular,Monthly,2.75,Negative,Edwin Hansen,No
601409,26426,Press Club,Extracurricular,Monthly,2.48,Negative,Isaac Clarke,Yes
436874,26426,Chemistry Lab Work,Academic,Bi-weekly,2.97,Negative,Jeff Murphy,Yes
240930,26426,Volleyball,Sports,Daily,2.81,Negative,Lisa Rogers,No
329473,26426,Cultural Day Rehearsals,Cultural,Daily,2.26,Neutral,Thomas Alexander,Yes
766617,26426,Music Band,Cultural,Daily,1.95,Positive,Alexander Cole,Yes
266625,51553,Athletics,Sports,Weekly,1.06,Negative,Nicole Johnson,No
462370,51553,Press Club,Extracurricular,Weekly,2.99,Neutral,Robert Booker,No
123796,51553,Scrabble,Sports,Daily,1.92,Negative,Emily Hester,Yes
436405,51553,Quiz Competition,Extracurricular,Weekly,2.97,Positive,William Garcia,No
733854,94192,Football,Sports,Weekly,1.46,Negative,Rachel Horn,Yes
665818,94192,Music Band,Cultural,Weekly,2.58,Neutral,Teresa Burgess,No
391167,94192,Athletics,Sports,Daily,1.39,Negative,Gabriel Padilla,No
880263,94192,Chemistry Lab Work,Academic,Daily,2.74,Negative,Kimberly Miller,No
864564,94192,Athletics,Sports,Weekly,1.44,Negative,Edward Lopez,No
429875,19720,Quiz Competition,Extracurricular,Bi-weekly,2.55,Positive,Timothy Fields,No
189045,19720,Volleyball,Sports,Monthly,1.83,Neutral,Tammy Leblanc,Yes
798331,19720,Science Practical Sessions,Academic,Bi-weekly,1.82,Negative,John Benitez,No
110087,19720,Press Club,Extracurricular,Weekly,2.11,Neutral,Carrie Wilson,Yes
512675,19720,Social Events Planning,Extracurricular,Bi-weekly,1.61,Negative,Rebecca Guzman,No
725740,68979,Drama Club,Extracurricular,Bi-weekly,2.1,Negative,Amanda Pollard,Yes
175030,71057,Mathematics Competitions,Academic,Daily,2.55,Negative,David Burton,Yes
417950,71057,Quiz Competition,Extracurricular,Weekly,2.88,Positive,Hannah Soto,Yes
154697,71057,Chemistry Lab Work,Academic,Weekly,1.01,Neutral,John Duncan,Yes
983848,99143,Cultural Day Rehearsals,Cultural,Bi-weekly,2.65,Neutral,Richard Ashley,No
476806,99143,Chemistry Lab Work,Academic,Bi-weekly,2.76,Positive,David Cherry,No
114209,99143,Music Band,Cultural,Monthly,2.25,Neutral,Edward Johnson,No
847855,77811,Cultural Day Rehearsals,Cultural,Weekly,1.84,Negative,Samuel King,Yes
584402,77811,Quiz Competition,Extracurricular,Weekly,1.14,Negative,Ricky Phillips,Yes
661501,77811,Mathematics Competitions,Academic,Daily,1.54,Positive,Heather Ward,No
119846,77811,Jets Club,Academic,Weekly,2.18,Negative,Steven Carpenter,Yes
248865,77811,Press Club,Extracurricular,Weekly,1.82,Positive,Jennifer Taylor,No
565025,55156,Music Band,Cultural,Daily,1.87,Neutral,Bradley Lee,No
141442,55156,Basketball,Sports,Bi-weekly,1.74,Neutral,Lindsey Rodgers,Yes
193508,55156,Drama Club,Extracurricular,Bi-weekly,1.72,Neutral,Ashley Contreras MD,No
953989,55156,Basketball,Sports,Daily,1.39,Negative,Christopher Barrett,No
162786,26821,Press Club,Extracurricular,Bi-weekly,2.35,Neutral,Autumn Knight,Yes
730888,26821,Social Events Planning,Extracurricular,Monthly,1.14,Neutral,David Morgan,Yes
122580,26821,Mathematics Competitions,Academic,Bi-weekly,1.65,Neutral,Ryan Jefferson,No
913571,26821,Athletics,Sports,Weekly,2.26,Neutral,Benjamin Reynolds III,Yes
943006,82260,Basketball,Sports,Bi-weekly,2.42,Positive,Dr. Nathan Hughes,No
297856,93859,Social Events Planning,Extracurricular,Bi-weekly,1.69,Negative,Sandra Garcia,No
141806,93859,Drama Club,Extracurricular,Daily,1.6,Positive,Stephanie Frank,No
263902,93859,Cultural Day Rehearsals,Cultural,Monthly,2.75,Negative,Barbara Ellis,Yes
594728,93859,Science Practical Sessions,Academic,Weekly,1.61,Neutral,Jack Richmond,No
204480,93859,Science Practical Sessions,Academic,Bi-weekly,1.26,Neutral,David Carter,Yes
498169,87042,Quiz Competition,Extracurricular,Daily,2.11,Negative,Diane Juarez,Yes
774897,87042,Chemistry Lab Work,Academic,Monthly,2.63,Positive,Stephanie White,No
816370,87042,Jets Club,Academic,Daily,1.67,Neutral,Todd Daniels,No
294217,87042,Music Band,Cultural,Monthly,2.76,Negative,Patricia Delacruz,No
997765,33850,Cultural Day Rehearsals,Cultural,Bi-weekly,2.81,Neutral,Dana Wallace,Yes
233164,33850,Scrabble,Sports,Monthly,1.38,Negative,Patrick Becker,Yes
904702,33850,Science Practical Sessions,Academic,Weekly,2.21,Positive,Michael Montoya Jr.,Yes
706366,33850,Debate Club,Academic,Daily,1.81,Neutral,Mitchell Werner,Yes
196801,26912,Cultural Day Rehearsals,Cultural,Monthly,1.01,Negative,Deborah Davenport,Yes
656031,26912,Scrabble,Sports,Bi-weekly,1.79,Negative,Laura Torres,No
105207,26912,Press Club,Extracurricular,Daily,2.65,Negative,Emily Morgan,No
897694,26912,Chess,Sports,Weekly,2,Positive,Dawn Sullivan,No
934202,66704,Traditional Dance,Cultural,Weekly,2.82,Neutral,Maria Roberts,Yes
877467,75911,Social Events Planning,Extracurricular,Monthly,2.54,Positive,Kathy Castro,No
775303,17263,Cultural Day Rehearsals,Cultural,Weekly,2.06,Positive,Nicole Mendoza,No
798434,17263,Traditional Dance,Cultural,Weekly,2.25,Neutral,Renee Barnes,Yes
367012,26274,Mathematics Competitions,Academic,Bi-weekly,2.42,Negative,Julie Harris,No
656931,26274,Chemistry Lab Work,Academic,Weekly,1.55,Neutral,David Gates,Yes
467642,77908,Traditional Dance,Cultural,Bi-weekly,2.06,Positive,Brett Medina,Yes
228575,77908,Scrabble,Sports,Bi-weekly,1.45,Positive,Ryan Armstrong,No
421505,77908,Science Practical Sessions,Academic,Bi-weekly,2.8,Positive,Robert Reynolds,No
827921,77908,Cultural Day Rehearsals,Cultural,Daily,1.57,Neutral,Nicole Holt,Yes
185578,77908,Jets Club,Academic,Daily,1.74,Negative,Lindsay Shannon,Yes
271632,30056,Chess,Sports,Daily,1.56,Negative,David Peterson,Yes
789775,30056,Cultural Day Rehearsals,Cultural,Daily,1.7,Positive,Christine West,Yes
707514,30056,Drama Club,Extracurricular,Daily,1.61,Negative,Timothy Smith DDS,Yes
540884,49862,Chess,Sports,Bi-weekly,1.56,Positive,Jillian Andrews,No
127428,49862,Cultural Day Rehearsals,Cultural,Weekly,1.82,Neutral,Sarah Graham,Yes
924426,49862,Athletics,Sports,Bi-weekly,2.05,Positive,Steven Garza,No
803497,31581,Traditional Dance,Cultural,Daily,2.15,Neutral,Jennifer Williams,No
417730,31581,Music Band,Cultural,Bi-weekly,1.1,Positive,Rachel Woods,No
604698,31581,Cultural Day Rehearsals,Cultural,Bi-weekly,2.48,Negative,Wendy Nelson,Yes
472703,31581,Basketball,Sports,Daily,1.01,Negative,Sarah Mcdonald,No
158096,31581,Scrabble,Sports,Monthly,2.14,Positive,Jacob Lynn,Yes
119159,31229,Mathematics Competitions,Academic,Weekly,2.87,Neutral,Heather Estes,No
368485,31229,Music Band,Cultural,Monthly,1.39,Positive,Amanda Rivas,No
751071,31229,Chemistry Lab Work,Academic,Monthly,2.78,Neutral,Sherry Flores,Yes
951697,52291,Chess,Sports,Monthly,1.88,Positive,Jacob Holder,No
326984,52291,Debate Club,Academic,Daily,1.02,Positive,Travis Adams DDS,Yes
382157,52291,Press Club,Extracurricular,Daily,1.81,Positive,Nicholas Mckinney,No
786288,39552,Athletics,Sports,Daily,2.92,Positive,Tom Ayers,Yes
805808,39552,Quiz Competition,Extracurricular,Daily,1.54,Negative,David Morgan,No
384674,39552,Traditional Dance,Cultural,Bi-weekly,1.84,Positive,April Conway,No
450187,39552,Chess,Sports,Monthly,2.94,Positive,Keith Peterson,Yes
326299,55353,Volleyball,Sports,Bi-weekly,2.76,Positive,Melissa Martin,No
869372,55353,Jets Club,Academic,Bi-weekly,2.42,Positive,Joseph Mann,Yes
912269,55353,Mathematics Competitions,Academic,Daily,2.81,Negative,James Murphy,Yes
632162,55353,Traditional Dance,Cultural,Monthly,2.51,Positive,Kathleen Arroyo,No
682297,55353,Press Club,Extracurricular,Daily,1.58,Positive,Denise Mays,Yes
265246,78012,Football,Sports,Daily,2.46,Neutral,Maria Simmons,Yes
522663,47230,Traditional Dance,Cultural,Bi-weekly,1.64,Negative,Jason Henderson,No
739765,47230,Quiz Competition,Extracurricular,Weekly,2.99,Negative,Rachel Lopez,Yes
587256,47230,Quiz Competition,Extracurricular,Daily,2.43,Positive,Shaun Baker,No
280857,20336,Science Practical Sessions,Academic,Daily,2.6,Neutral,Patricia Rivers,No
943030,20336,Cultural Day Rehearsals,Cultural,Weekly,2.72,Negative,Christina Ward MD,No
605357,42847,Drama Club,Extracurricular,Daily,1.09,Negative,Jennifer Garcia,Yes
472126,42847,Music Band,Cultural,Weekly,1.81,Neutral,Jon Norman,No
813831,42847,Chemistry Lab Work,Academic,Monthly,2.93,Positive,Brenda Henry,No
540480,35729,Science Practical Sessions,Academic,Daily,2.88,Negative,Kristy Brown MD,No
302422,35729,Jets Club,Academic,Monthly,2.36,Neutral,Jessica Cook,No
